Taxa de fecundidade;;;;
Sigla;Código;Município;1991;2000
PE;2607901;Jaboatão dos Guararapes;2,345;2,089
PE;2607950;Jaqueira;5,407;4,192
PE;2608008;Jataúba;4,002;3,204
PE;2608057;Jatobá;4,2;4,192
PE;2608107;João Alfredo;4,095;2,936
PE;2608206;Joaquim Nabuco;4,909;3,596
PE;2608255;Jucati;5,618;3,259
PE;2608305;Jupi;4,939;3,469
PE;2608404;Jurema;5,557;4,752
PE;2608453;Lagoa do Carro;3,82;2,66
PE;2608503;Lagoa do Itaenga;3,82;2,682
PE;2608602;Lagoa do Ouro;4,519;3,321
PE;2608701;Lagoa dos Gatos;4,977;3,786
PE;2608750;Lagoa Grande;4,568;2,99
PE;2608800;Lajedo;4,31;2,664
PE;2608909;Limoeiro;2,998;2,713
PE;2609006;Macaparana;4,307;3,041
PE;2609105;Machados;4,31;3,039
PE;2609154;Manari;5,5;3,35
PE;2609204;Maraial;4,937;4,227
PE;2609303;Mirandiba;4,667;4,119
PE;2609402;Moreno;3,055;2,372
PE;2609501;Nazaré da Mata;3,116;2,286
PE;2609600;Olinda;2,122;1,853
PE;2609709;Orobó;3,64;2,818
PE;2609808;Orocó;4,112;3,224
PE;2609907;Ouricuri;4,808;3,956
PE;2610004;Palmares;3,002;2,48
PE;2610103;Palmeirina;4,388;3,366
PE;2610202;Panelas;4,692;3,203
PE;2610301;Paranatama;5,215;3,109
PE;2610400;Parnamirim;3,844;3,018
PE;2610509;Passira;4,087;2,998
PE;2610608;Paudalho;4,191;2,604
PE;2610707;Paulista;2,621;2,039
PE;2610806;Pedra;4,689;4,12
PE;2610905;Pesqueira;3,776;2,592
PE;2611002;Petrolândia;3,863;2,313
PE;2611101;Petrolina;2,963;2,716
PE;2611200;Poção;4,322;3,519
PE;2611309;Pombos;3,354;2,64
PE;2611408;Primavera;4,206;3,536
PE;2611507;Quipapá;3,902;3,061
PE;2611533;Quixaba;5,08;2,908
PE;2611606;Recife;2,286;1,806
PE;2611705;Riacho das Almas;3,508;2,423
PE;2611804;Ribeirão;2,986;2,784
PE;2611903;Rio Formoso;4,484;3,62
PE;2612000;Sairé;5,541;2,813
PE;2612109;Salgadinho;3,639;2,938
PE;2612208;Salgueiro;3,377;3,07
PE;2612307;Saloá;3,854;3,018
PE;2612406;Sanharó;3,518;3,173
PE;2612455;Santa Cruz;5,118;3,8
PE;2612471;Santa Cruz da Baixa Verde;4,399;2,462
PE;2612505;Santa Cruz do Capibaribe;3,163;2,365
PE;2612554;Santa Filomena;6,021;5,121
PE;2612604;Santa Maria da Boa Vista;4,075;3,642
PE;2612703;Santa Maria do Cambucá;5,31;3,648
PE;2612802;Santa Terezinha;4,65;2,302
PE;2612901;São Benedito do Sul;4,522;3,633
PE;2613008;São Bento do Una;4,919;4,773
PE;2613107;São Caitano;3,334;3,294
PE;2613206;São João;4,803;3,32
PE;2613305;São Joaquim do Monte;4,938;3,543
PE;2613404;São José da Coroa Grande;4,885;3,63
PE;2613503;São José do Belmonte;4,288;3,27
PE;2613602;São José do Egito;3,586;2,458
PE;2613701;São Lourenço da Mata;2,885;2,583
PE;2613800;São Vicente Ferrer;4,33;3,646
PE;2613909;Serra Talhada;3,181;2,46
PE;2614006;Serrita;3,82;3,345
PE;2614105;Sertânia;3,087;2,572
PE;2614204;Sirinhaém;5,512;3,205
PE;2614303;Moreilândia;5,423;3,085
PE;2614402;Solidão;5,145;2,851
PE;2614501;Surubim;4,258;2,733
PE;2614600;Tabira;4,678;2,497
PE;2614709;Tacaimbó;3,925;2,755
PE;2614808;Tacaratu;4,263;3,582
PE;2614857;Tamandaré;4,512;3,716
PE;2615003;Taquaritinga do Norte;3,794;3,031
PE;2615102;Terezinha;5,191;3,249
PE;2615201;Terra Nova;3,11;2,353
PE;2615300;Timbaúba;3,562;2,927
PE;2615409;Toritama;4,356;3,301
PE;2615508;Tracunhaém;4,282;2,706
PE;2615607;Trindade;6,284;3,44
PE;2615706;Triunfo;3,246;2,325
PE;2615805;Tupanatinga;5,544;3,712
PE;2615904;Tuparetama;4,225;2,539
PE;2616001;Venturosa;5,167;3,441
PE;2616100;Verdejante;4,148;3,518
PE;2616183;Vertente do Lério;4,715;3,602
PE;2616209;Vertentes;3,553;2,851
PE;2616308;Vicência;4,641;3,008
PE;2616407;Vitória de Santo Antão;3,165;2,55
PE;2616506;Xexéu;5,708;3,807
PE;2699919;Muribeca;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;
PE;2699939;Cimbres;;
PI;2200053;Acauã;6,356;3,688
PI;2200103;Agricolândia;3,957;2,745
PI;2200202;Água Branca;3,278;2,411
PI;2200251;Alagoinha do Piauí;3,865;2,41
PI;2200277;Alegrete do Piauí;4,324;2,66
PI;2200301;Alto Longá;3,619;3,067
PI;2200400;Altos;4,212;2,706
PI;2200459;Alvorada do Gurguéia;6,706;3,948
PI;2200509;Amarante;3,632;2,725
PI;2200608;Angical do Piauí;4,041;2,753
PI;2200707;Anísio de Abreu;4,551;3,494
PI;2200806;Antônio Almeida;4,569;4,084
PI;2200905;Aroazes;3,348;2,849
PI;2200954;Aroeiras de Itaim;;
PI;2201002;Arraial;3,924;3,29
PI;2201051;Assunção do Piauí;4,188;3,354
PI;2201101;Avelino Lopes;4,119;2,943
PI;2201150;Baixa Grande do Ribeiro;6,006;4,21
PI;2201176;Barra D'Alcântara;4,149;2,774
PI;2201200;Barras;4,283;3,91
PI;2201309;Barreiras do Piauí;6,195;3,611
PI;2201408;Barro Duro;4,752;2,416
PI;2201507;Batalha;4,53;3,398
PI;2201556;Bela Vista do Piauí;6,181;3,15
PI;2201572;Belém do Piauí;4,821;3,166
PI;2201606;Beneditinos;3,814;2,543
PI;2201705;Bertolínia;4,041;3,964
PI;2201739;Betânia do Piauí;6,624;3,684
PI;2201770;Boa Hora;7,351;3,845
PI;2201804;Bocaina;3,09;2,05
PI;2201903;Bom Jesus;5,161;3,3
PI;2201919;Bom Princípio do Piauí;5,268;3,114
PI;2201929;Bonfim do Piauí;4,729;2,833
PI;2201945;Boqueirão do Piauí;4,313;3,07
PI;2201960;Brasileira;4,18;3,298
PI;2201988;Brejo do Piauí;4,624;3,153
PI;2202000;Buriti dos Lopes;5,508;4,135
PI;2202026;Buriti dos Montes;4,684;3,52
PI;2202059;Cabeceiras do Piauí;5,91;3,309
PI;2202075;Cajazeiras do Piauí;4,288;2,838
PI;2202083;Cajueiro da Praia;4,211;4,145
PI;2202091;Caldeirão Grande do Piauí;4,05;3,049
PI;2202109;Campinas do Piauí;4,397;2,783
PI;2202117;Campo Alegre do Fidalgo;6,445;3,028
PI;2202133;Campo Grande do Piauí;5,462;3,463
PI;2202174;Campo Largo do Piauí;6,24;4,957
PI;2202208;Campo Maior;3,044;3,04
PI;2202251;Canavieira;3,864;3,529
PI;2202307;Canto do Buriti;4,074;2,998
PI;2202406;Capitão de Campos;4,532;3,121
PI;2202455;Capitão Gervásio Oliveira;5,066;3,376
PI;2202505;Caracol;4,988;3,06
PI;2202539;Caraúbas do Piauí;3,731;3,31
PI;2202554;Caridade do Piauí;6,228;2,99
PI;2202604;Castelo do Piauí;4,232;3,143
PI;2202653;Caxingó;6,707;5,419
PI;2202703;Cocal;4,865;3,823
PI;2202711;Cocal de Telha;4,329;3,899
PI;2202729;Cocal dos Alves;4,524;3,314
PI;2202737;Coivaras;3,031;2,83
PI;2202752;Colônia do Gurguéia;4,41;4,08
PI;2202778;Colônia do Piauí;5,803;3,162
PI;2202802;Conceição do Canindé;5,819;3,748
PI;2202851;Coronel José Dias;4,604;3,222
PI;2202901;Corrente;4,017;2,835
PI;2203008;Cristalândia do Piauí;5,483;2,959
PI;2203107;Cristino Castro;6,715;3,303
PI;2203206;Curimatá;4,299;2,961
PI;2203230;Currais;6,71;3,062
PI;2203255;Curralinhos;4,863;3,788
PI;2203271;Curral Novo do Piauí;6,62;2,995
PI;2203305;Demerval Lobão;3,565;2,892
PI;2203354;Dirceu Arcoverde;3,839;2,931
PI;2203404;Dom Expedito Lopes;3,088;2,272
PI;2203420;Domingos Mourão;4,465;3,828
PI;2203453;Dom Inocêncio;4,285;3,035
PI;2203503;Elesbão Veloso;3,246;2,605
PI;2203602;Eliseu Martins;4,164;3,974
PI;2203701;Esperantina;4,859;3,91
PI;2203750;Fartura do Piauí;4,589;3,318
PI;2203800;Flores do Piauí;4,547;3,008
PI;2203859;Floresta do Piauí;5,71;2,953
PI;2203909;Floriano;3,1;2,4
PI;2204006;Francinópolis;4,064;3,018
PI;2204105;Francisco Ayres;4,205;2,73
PI;2204154;Francisco Macedo;4,203;2,87
PI;2204204;Francisco Santos;4,221;2,41
PI;2204303;Fronteiras;4,806;2,57
PI;2204352;Geminiano;3,511;2,182
PI;2204402;Gilbués;5,374;3,599
PI;2204501;Guadalupe;3,333;2,627
PI;2204550;Guaribas;6,42;4,157
PI;2204600;Hugo Napoleão;4,096;2,873
PI;2204659;Ilha Grande;5,24;3,496
PI;2204709;Inhuma;3,565;2,841
PI;2204808;Ipiranga do Piauí;2,986;2,045
PI;2204907;Isaías Coelho;5,346;3,619
PI;2205003;Itainópolis;4,047;2,662
PI;2205102;Itaueira;3,833;2,665
PI;2205151;Jacobina do Piauí;4,251;2,75
PI;2205201;Jaicós;4,045;2,54
PI;2205250;Jardim do Mulato;4,849;3,37
PI;2205276;Jatobá do Piauí;3,62;3,024
PI;2205300;Jerumenha;3,33;3,167
PI;2205359;João Costa;4,96;3,148
PI;2205409;Joaquim Pires;6,21;4,026
PI;2205458;Joca Marques;7,622;4,494
PI;2205508;José de Freitas;3,934;2,825
PI;2205516;Juazeiro do Piauí;5,938;3,359
PI;2205524;Júlio Borges;4,515;3,189
PI;2205532;Jurema;4,772;3,59
PI;2205540;Lagoinha do Piauí;3,945;2,493
PI;2205557;Lagoa Alegre;4,425;3,997
PI;2205565;Lagoa do Barro do Piauí;4,734;3,229
PI;2205573;Lagoa de São Francisco;3,806;3,378
PI;2205581;Lagoa do Piauí;4,822;2,535
PI;2205599;Lagoa do Sítio;3,749;3,277
PI;2205607;Landri Sales;3,848;3,81
PI;2205706;Luís Correia;5,241;3,448
PI;2205805;Luzilândia;5,837;3,308
PI;2205854;Madeiro;6,847;4,931
PI;2205904;Manoel Emídio;4,778;3,81
PI;2205953;Marcolândia;5,626;3,457
PI;2206001;Marcos Parente;3,785;3,813
PI;2206050;Massapê do Piauí;6,62;2,869
PI;2206100;Matias Olímpio;6,681;3,645
PI;2206209;Miguel Alves;6,189;4,496
PI;2206308;Miguel Leão;3,108;2,793
PI;2206357;Milton Brandão;3,831;3,689
PI;2206407;Monsenhor Gil;4,258;3,143
PI;2206506;Monsenhor Hipólito;4,031;2,411
PI;2206605;Monte Alegre do Piauí;6,445;3,463
PI;2206654;Morro Cabeça no Tempo;4,827;3,057
PI;2206670;Morro do Chapéu do Piauí;6,417;4,146
PI;2206696;Murici dos Portelas;5,768;4,674
PI;2206704;Nazaré do Piauí;4,14;3,126
PI;2206720;Nazária;;
PI;2206753;Nossa Senhora de Nazaré;5,193;3,042
PI;2206803;Nossa Senhora dos Remédios;5,553;3,372
PI;2206902;Novo Oriente do Piauí;3,184;2,77
PI;2206951;Novo Santo Antônio;5,406;3,579
PI;2207009;Oeiras;4,401;2,522
PI;2207108;Olho D'Água do Piauí;5,769;2,822
PI;2207207;Padre Marcos;4,715;3,031
PI;2207306;Paes Landim;5,258;3,199
PI;2207355;Pajeú do Piauí;5,142;3,068
PI;2207405;Palmeira do Piauí;5,915;3,351
PI;2207504;Palmeirais;4,746;3,134
PI;2207553;Paquetá;4,151;2,446
PI;2207603;Parnaguá;5,391;4,02
PI;2207702;Parnaíba;3,449;2,726
PI;2207751;Passagem Franca do Piauí;4,644;3,368
PI;2207777;Patos do Piauí;5,516;3,935
PI;2207793;Pau D'Arco do Piauí;;
PI;2207801;Paulistana;4,934;2,704
PI;2207850;Pavussu;4,192;3,309
PI;2207900;Pedro II;3,847;3,14
PI;2207934;Pedro Laurentino;5,994;3,099
PI;2207959;Nova Santa Rita;6,876;2,769
PI;2208007;Picos;2,725;2,257
PI;2208106;Pimenteiras;3,513;3,299
PI;2208205;Pio IX;4,099;2,667
PI;2208304;Piracuruca;3,942;3,087
PI;2208403;Piripiri;4,536;3,91
PI;2208502;Porto;6,7;4,684
PI;2208551;Porto Alegre do Piauí;5,359;4,724
PI;2208601;Prata do Piauí;3,03;2,77
PI;2208650;Queimada Nova;6,62;2,649
PI;2208700;Redenção do Gurguéia;6,19;3,67
PI;2208809;Regeneração;4,364;2,732
PI;2208858;Riacho Frio;6,123;2,998
PI;2208874;Ribeira do Piauí;7,352;3,597
PI;2208908;Ribeiro Gonçalves;4,733;4,29
PI;2209005;Rio Grande do Piauí;3,197;2,471
PI;2209104;Santa Cruz do Piauí;3,2;2,27
PI;2209153;Santa Cruz dos Milagres;4,145;2,61
PI;2209203;Santa Filomena;6,324;4,269
PI;2209302;Santa Luz;5,108;3,3
PI;2209351;Santana do Piauí;3,206;2,68
PI;2209377;Santa Rosa do Piauí;3,602;2,744
PI;2209401;Santo Antônio de Lisboa;3,82;2,564
PI;2209450;Santo Antônio dos Milagres;3,315;3,078
PI;2209500;Santo Inácio do Piauí;3,653;2,413
PI;2209559;São Braz do Piauí;4,691;2,997
PI;2209609;São Félix do Piauí;3,294;2,84
PI;2209658;São Francisco de Assis do Piauí;5,573;2,87
PI;2209708;São Francisco do Piauí;4,661;3,421
PI;2209757;São Gonçalo do Gurguéia;5,565;4,721
PI;2209807;São Gonçalo do Piauí;4,528;2,611
PI;2209856;São João da Canabrava;3,393;3,034
PI;2209872;São João da Fronteira;3,488;3,09
PI;2209906;São João da Serra;4,657;3,14
PI;2209955;São João da Varjota;3,656;2,675
PI;2209971;São João do Arraial;5,539;3,534
PI;2210003;São João do Piauí;3,932;2,89
PI;2210052;São José do Divino;3,73;3,09
PI;2210102;São José do Peixe;3,362;3,37
PI;2210201;São José do Piauí;3,946;2,358
PI;2210300;São Julião;3,799;2,41
PI;2210359;São Lourenço do Piauí;3,883;2,93
PI;2210375;São Luis do Piauí;3,21;2,27
PI;2210383;São Miguel da Baixa Grande;3,073;2,77
PI;2210391;São Miguel do Fidalgo;5,018;3,131
PI;2210409;São Miguel do Tapuio;4,101;3,35
PI;2210508;São Pedro do Piauí;5,537;2,806
PI;2210607;São Raimundo Nonato;3,839;2,784
PI;2210623;Sebastião Barros;5,331;3,018
PI;2210631;Sebastião Leal;4,585;3,923
PI;2210656;Sigefredo Pacheco;3,89;3,194
PI;2210706;Simões;5,036;2,924
PI;2210805;Simplício Mendes;4,693;2,567
PI;2210904;Socorro do Piauí;5,22;3,849
PI;2210938;Sussuapara;3,28;2,27
PI;2210953;Tamboril do Piauí;5,041;3,759
PI;2210979;Tanque do Piauí;4,185;2,572
PI;2211001;Teresina;2,71;2,047
PI;2211100;União;4,122;2,685
PI;2211209;Uruçuí;5,393;4,291
PI;2211308;Valença do Piauí;2,8;2,064
PI;2211357;Várzea Branca;4,418;3,079
PI;2211407;Várzea Grande;3,033;2,458
PI;2211506;Vera Mendes;5,788;3,03
PI;2211605;Vila Nova do Piauí;5,249;3,05
PI;2211704;Wall Ferraz;5,138;2,637
PR;4100103;Abatiá;2,718;2,603
PR;4100202;Adrianópolis;4,181;3,21
PR;4100301;Agudos do Sul;3,05;2,81
PR;4100400;Almirante Tamandaré;3,576;2,925
PR;4100459;Altamira do Paraná;3,198;2,66
PR;4100509;Altônia;2,454;2,048
PR;4100608;Alto Paraná;2,984;2,484
PR;4100707;Alto Piquiri;2,79;2,539
PR;4100806;Alvorada do Sul;3,007;2,462
PR;4100905;Amaporã;3,048;2,94
PR;4101002;Ampére;3,724;2,724
PR;4101051;Anahy;3,249;2,538
PR;4101101;Andirá;2,783;2,653
PR;4101150;Ângulo;2,572;2,5
PR;4101200;Antonina;3,864;3,029
PR;4101309;Antônio Olinto;3,956;2,54
PR;4101408;Apucarana;2,481;2,03
PR;4101507;Arapongas;2,796;2,03
PR;4101606;Arapoti;2,732;2,616
PR;4101655;Arapuã;3,602;3,305
PR;4101705;Araruna;2,683;2,58
PR;4101804;Araucária;2,942;2,295
PR;4101853;Ariranha do Ivaí;3,15;2,45
PR;4101903;Assaí;2,774;2,43
PR;4102000;Assis Chateaubriand;2,531;2,37
PR;4102109;Astorga;2,291;2,17
PR;4102208;Atalaia;2,37;2,26
PR;4102307;Balsa Nova;2,849;2,274
PR;4102406;Bandeirantes;3,493;2,482
PR;4102505;Barbosa Ferraz;3,254;2,483
PR;4102604;Barracão;2,91;2,761
PR;4102703;Barra do Jacaré;2,969;2,26
PR;4102752;Bela Vista da Caroba;3,4;3,237
PR;4102802;Bela Vista do Paraíso;2,796;2,241
PR;4102901;Bituruna;3,776;3,273
PR;4103008;Boa Esperança;2,876;2,601
PR;4103024;Boa Esperança do Iguaçu;3,551;2,689
PR;4103040;Boa Ventura de São Roque;3,656;2,646
PR;4103057;Boa Vista da Aparecida;3,744;3,055
PR;4103107;Bocaiúva do Sul;3,132;2,74
PR;4103156;Bom Jesus do Sul;2,867;2,662
PR;4103206;Bom Sucesso;2,559;2,3
PR;4103222;Bom Sucesso do Sul;3,04;2,361
PR;4103305;Borrazópolis;3,033;2,23
PR;4103354;Braganey;3,53;2,597
PR;4103370;Brasilândia do Sul;3,319;2,35
PR;4103404;Cafeara;2,185;2,17
PR;4103453;Cafelândia;2,627;2,272
PR;4103479;Cafezal do Sul;2,486;2,438
PR;4103503;Califórnia;2,334;2,23
PR;4103602;Cambará;2,981;2,26
PR;4103701;Cambé;2,488;2,29
PR;4103800;Cambira;2,378;2,032
PR;4103909;Campina da Lagoa;2,631;2,409
PR;4103958;Campina do Simão;4,317;3,094
PR;4104006;Campina Grande do Sul;2,997;2,963
PR;4104055;Campo Bonito;4,004;2,915
PR;4104105;Campo do Tenente;4,166;3,54
PR;4104204;Campo Largo;2,805;2,504
PR;4104253;Campo Magro;2,853;2,74
PR;4104303;Campo Mourão;2,483;2,274
PR;4104402;Cândido de Abreu;3,319;2,927
PR;4104428;Candói;3,822;2,847
PR;4104451;Cantagalo;3,395;3,22
PR;4104501;Capanema;3,1;2,911
PR;4104600;Capitão Leônidas Marques;3,241;2,734
PR;4104659;Carambeí;3,304;2,663
PR;4104709;Carlópolis;2,992;2,682
PR;4104808;Cascavel;2,566;2,27
PR;4104907;Castro;3,358;3,008
PR;4105003;Catanduvas;3,473;2,684
PR;4105102;Centenário do Sul;3,172;2,497
PR;4105201;Cerro Azul;3,93;3,015
PR;4105300;Céu Azul;2,262;2,132
PR;4105409;Chopinzinho;3,154;2,895
PR;4105508;Cianorte;2,298;2,25
PR;4105607;Cidade Gaúcha;2,462;2,36
PR;4105706;Clevelândia;3,055;2,953
PR;4105805;Colombo;2,723;2,5
PR;4105904;Colorado;2,274;2,17
PR;4106001;Congonhinhas;3,237;2,794
PR;4106100;Conselheiro Mairinck;3,159;2,86
PR;4106209;Contenda;2,894;2,74
PR;4106308;Corbélia;2,711;2,351
PR;4106407;Cornélio Procópio;2,441;2,285
PR;4106456;Coronel Domingos Soares;3,551;3,36
PR;4106506;Coronel Vivida;2,957;2,9
PR;4106555;Corumbataí do Sul;3,53;2,468
PR;4106571;Cruzeiro do Iguaçu;3,163;2,629
PR;4106605;Cruzeiro do Oeste;2,569;2,246
PR;4106704;Cruzeiro do Sul;2,711;2,461
PR;4106803;Cruz Machado;2,94;2,414
PR;4106852;Cruzmaltina;2,873;2,301
PR;4106902;Curitiba;2,034;1,744
PR;4107009;Curiúva;3,496;3,321
PR;4107108;Diamante do Norte;3,366;2,789
PR;4107124;Diamante do Sul;2,578;2,207
PR;4107157;Diamante D'Oeste;2,607;2,6
PR;4107207;Dois Vizinhos;2,7;2,37
PR;4107256;Douradina;2,561;2,23
PR;4107306;Doutor Camargo;2,8;2,71
PR;4107405;Enéas Marques;3,003;2,658
PR;4107504;Engenheiro Beltrão;2,68;2,432
PR;4107520;Esperança Nova;2,29;2,21
PR;4107538;Entre Rios do Oeste;2,374;2,13
PR;4107546;Espigão Alto do Iguaçu;4,072;2,72
PR;4107553;Farol;3,441;2,515
PR;4107603;Faxinal;2,973;2,23
PR;4107652;Fazenda Rio Grande;3,021;2,96
PR;4107702;Fênix;2,657;2,582
PR;4107736;Fernandes Pinheiro;3,624;2,996
PR;4107751;Figueira;3,589;3,312
PR;4107801;Floraí;2,335;2,36
PR;4107850;Flor da Serra do Sul;3,813;3,051
PR;4107900;Floresta;2,8;2,767
PR;4108007;Florestópolis;3,693;2,589
PR;4108106;Flórida;2,25;2,17
PR;4108205;Formosa do Oeste;2,431;2,131
PR;4108304;Foz do Iguaçu;2,7;2,27
PR;4108320;Francisco Alves;2,447;2,314
PR;4108403;Francisco Beltrão;2,7;2,371
PR;4108452;Foz do Jordão;4,692;2,927
PR;4108502;General Carneiro;3,95;3,286
PR;4108551;Godoy Moreira;3,372;2,525
PR;4108601;Goioerê;2,428;2,111
PR;4108650;Goioxim;4,567;3,473
PR;4108700;Grandes Rios;3,845;3,32
PR;4108809;Guaíra;2,71;2,37
PR;4108908;Guairaçá;2,792;2,46
PR;4108957;Guamiranga;3,764;3,292
PR;4109005;Guapirama;2,744;2,68
PR;4109104;Guaporema;2,421;2,25
PR;4109203;Guaraci;2,36;2,186
PR;4109302;Guaraniaçu;2,94;2,948
PR;4109401;Guarapuava;2,685;2,537
PR;4109500;Guaraqueçaba;4,731;4,301
PR;4109609;Guaratuba;4,068;3,36
PR;4109658;Honório Serpa;3,642;3,359
PR;4109708;Ibaiti;3,063;2,804
PR;4109757;Ibema;3,667;3,359
PR;4109807;Ibiporã;2,466;2,417
PR;4109906;Icaraíma;2,474;2,23
PR;4110003;Iguaraçu;2,451;2,17
PR;4110052;Iguatu;3,759;2,612
PR;4110078;Imbaú;3,586;3,449
PR;4110102;Imbituva;3,207;2,873
PR;4110201;Inácio Martins;4,341;3,473
PR;4110300;Inajá;3,442;3,341
PR;4110409;Indianópolis;2,42;2,25
PR;4110508;Ipiranga;3,786;2,972
PR;4110607;Iporã;2,513;2,235
PR;4110656;Iracema do Oeste;3,251;2,685
PR;4110706;Irati;2,686;2,363
PR;4110805;Iretama;3,44;2,773
PR;4110904;Itaguajé;2,946;2,63
PR;4110953;Itaipulândia;2,27;2,13
PR;4111001;Itambaracá;2,638;2,585
PR;4111100;Itambé;2,8;2,764
PR;4111209;Itapejara d'Oeste;3,011;2,331
PR;4111258;Itaperuçu;3,343;3,334
PR;4111308;Itaúna do Sul;3,037;2,57
PR;4111407;Ivaí;3,79;3,29
PR;4111506;Ivaiporã;3,101;2,421
PR;4111555;Ivaté;2,257;2,19
PR;4111605;Ivatuba;3,303;2,76
PR;4111704;Jaboti;2,739;2,686
PR;4111803;Jacarezinho;2,384;2,262
PR;4111902;Jaguapitã;2,504;2,26
PR;4112009;Jaguariaíva;3,163;2,733
PR;4112108;Jandaia do Sul;2,189;2,023
PR;4112207;Janiópolis;2,704;2,54
PR;4112306;Japira;3,521;2,542
PR;4112405;Japurá;2,74;2,36
PR;4112504;Jardim Alegre;2,797;2,729
PR;4112603;Jardim Olinda;2,791;2,787
PR;4112702;Jataizinho;3,275;3,217
PR;4112751;Jesuítas;2,701;2,51
PR;4112801;Joaquim Távora;2,858;2,411
PR;4112900;Jundiaí do Sul;3,298;2,16
PR;4112959;Juranda;2,404;2,11
PR;4113007;Jussara;2,46;2,364
PR;4113106;Kaloré;2,727;2,23
PR;4113205;Lapa;3,029;2,732
PR;4113254;Laranjal;4,975;3,781
PR;4113304;Laranjeiras do Sul;3,455;2,656
PR;4113403;Leópolis;2,992;2,374
PR;4113429;Lidianópolis;2,922;2,854
PR;4113452;Lindoeste;3,499;2,903
PR;4113502;Loanda;2,69;2,527
PR;4113601;Lobato;2,569;2,17
PR;4113700;Londrina;2,406;1,902
PR;4113734;Luiziana;3,452;2,556
PR;4113759;Lunardelli;3,134;2,695
PR;4113809;Lupionópolis;2,386;2,131
PR;4113908;Mallet;2,466;2,36
PR;4114005;Mamborê;2,947;2,519
PR;4114104;Mandaguaçu;2,359;2,26
PR;4114203;Mandaguari;2,39;2,26
PR;4114302;Mandirituba;2,73;2,736
PR;4114351;Manfrinópolis;3,935;2,87
PR;4114401;Mangueirinha;3,753;3,682
PR;4114500;Manoel Ribas;3,266;2,958
PR;4114609;Marechal Cândido Rondon;2,51;2,443
PR;4114708;Maria Helena;2,453;2,05
PR;4114807;Marialva;2,214;2,11
PR;4114906;Marilândia do Sul;3,437;2,225
PR;4115002;Marilena;3,04;2,574
PR;4115101;Mariluz;2,971;2,923
PR;4115200;Maringá;2,24;2,11
PR;4115309;Mariópolis;2,911;2,661
PR;4115358;Maripá;2,687;2,37
PR;4115408;Marmeleiro;3,087;2,979
PR;4115457;Marquinho;3,905;3,507
PR;4115507;Marumbi;2,54;2,099
PR;4115606;Matelândia;2,211;2,127
PR;4115705;Matinhos;3,417;2,905
PR;4115739;Mato Rico;3,413;2,596
PR;4115754;Mauá da Serra;3,852;3,211
PR;4115804;Medianeira;2,256;2,27
PR;4115853;Mercedes;2,675;2,38
PR;4115903;Mirador;3,267;3
PR;4116000;Miraselva;3,237;2,46
PR;4116059;Missal;2,179;1,963
PR;4116109;Moreira Sales;2,851;2,544
PR;4116208;Morretes;3,406;2,866
PR;4116307;Munhoz de Melo;2,512;2,056
PR;4116406;Nossa Senhora das Graças;2,267;2,17
PR;4116505;Nova Aliança do Ivaí;2,923;2,53
PR;4116604;Nova América da Colina;3,051;2,6
PR;4116703;Nova Aurora;2,703;2,35
PR;4116802;Nova Cantu;2,725;2,544
PR;4116901;Nova Esperança;2,25;2,166
PR;4116950;Nova Esperança do Sudoeste;3,046;2,88
PR;4117008;Nova Fátima;2,787;2,677
PR;4117057;Nova Laranjeiras;3,857;3,222
PR;4117107;Nova Londrina;2,92;2,565
PR;4117206;Nova Olímpia;2,487;2,4
PR;4117214;Nova Santa Bárbara;2,746;2,43
PR;4117222;Nova Santa Rosa;2,784;2,372
PR;4117255;Nova Prata do Iguaçu;2,697;2,66
PR;4117271;Nova Tebas;4,606;3,067
PR;4117297;Novo Itacolomi;2,867;2,23
PR;4117305;Ortigueira;4,591;2,927
PR;4117404;Ourizona;3,279;2,71
PR;4117453;Ouro Verde do Oeste;2,947;2,378
PR;4117503;Paiçandu;2,679;2,113
PR;4117602;Palmas;3,107;2,95
PR;4117701;Palmeira;2,698;2,585
PR;4117800;Palmital;4,137;2,65
PR;4117909;Palotina;2,513;2,37
PR;4118006;Paraíso do Norte;2,747;2,278
PR;4118105;Paranacity;2,861;2,771
PR;4118204;Paranaguá;2,985;2,741
PR;4118303;Paranapoema;3,255;3,001
PR;4118402;Paranavaí;2,596;2,53
PR;4118451;Pato Bragado;2,71;2,37
PR;4118501;Pato Branco;2,662;2,36
PR;4118600;Paula Freitas;2,566;2,47
PR;4118709;Paulo Frontin;2,57;2,474
PR;4118808;Peabiru;2,983;2,528
PR;4118857;Perobal;2,315;2,23
PR;4118907;Pérola;2,51;2,19
PR;4119004;Pérola d'Oeste;3,1;2,75
PR;4119103;Piên;3,42;2,913
PR;4119152;Pinhais;2,467;2,183
PR;4119202;Pinhalão;2,601;2,575
PR;4119251;Pinhal de São Bento;3,349;2,866
PR;4119301;Pinhão;4,005;3,476
PR;4119400;Piraí do Sul;3,137;2,62
PR;4119509;Piraquara;3,015;2,965
PR;4119608;Pitanga;4,005;2,649
PR;4119657;Pitangueiras;2,597;2,485
PR;4119707;Planaltina do Paraná;2,694;2,524
PR;4119806;Planalto;3,101;2,419
PR;4119905;Ponta Grossa;2,491;2,373
PR;4119954;Pontal do Paraná;3,223;3,088
PR;4120002;Porecatu;3,241;2,134
