Índice de Desenvolvimento Humano Municipal-ed 2003;;;;
Sigla;Código;Município;1991;2000
PB;2515807;Serra Redonda;0,478;0,576
PB;2515906;Serraria;0,443;0,563
PB;2515930;Sertãozinho;0,512;0,611
PB;2515971;Sobrado;0,432;0,555
PB;2516003;Solânea;0,504;0,615
PB;2516102;Soledade;0,547;0,639
PB;2516151;Sossêgo;0,439;0,551
PB;2516201;Sousa;0,564;0,658
PB;2516300;Sumé;0,573;0,658
PB;2516409;Campo de Santana;0,452;0,548
PB;2516508;Taperoá;0,482;0,575
PB;2516607;Tavares;0,481;0,587
PB;2516706;Teixeira;0,505;0,624
PB;2516755;Tenório;0,468;0,57
PB;2516805;Triunfo;0,488;0,58
PB;2516904;Uiraúna;0,562;0,646
PB;2517001;Umbuzeiro;0,458;0,539
PB;2517100;Várzea;0,592;0,697
PB;2517209;Vieirópolis;0,433;0,549
PB;2517407;Zabelê;0,468;0,598
PE;2600054;Abreu e Lima;0,669;0,73
PE;2600104;Afogados da Ingazeira;0,596;0,683
PE;2600203;Afrânio;0,515;0,634
PE;2600302;Agrestina;0,505;0,612
PE;2600401;Água Preta;0,482;0,597
PE;2600500;Águas Belas;0,444;0,532
PE;2600609;Alagoinha;0,538;0,63
PE;2600708;Aliança;0,492;0,578
PE;2600807;Altinho;0,48;0,59
PE;2600906;Amaraji;0,495;0,617
PE;2601003;Angelim;0,513;0,602
PE;2601052;Araçoiaba;0,514;0,637
PE;2601102;Araripina;0,531;0,65
PE;2601201;Arcoverde;0,639;0,708
PE;2601300;Barra de Guabiraba;0,484;0,554
PE;2601409;Barreiros;0,583;0,635
PE;2601508;Belém de Maria;0,493;0,59
PE;2601607;Belém de São Francisco;0,577;0,669
PE;2601706;Belo Jardim;0,52;0,625
PE;2601805;Betânia;0,477;0,593
PE;2601904;Bezerros;0,516;0,619
PE;2602001;Bodocó;0,499;0,611
PE;2602100;Bom Conselho;0,487;0,572
PE;2602209;Bom Jardim;0,531;0,618
PE;2602308;Bonito;0,477;0,593
PE;2602407;Brejão;0,461;0,569
PE;2602506;Brejinho;0,48;0,586
PE;2602605;Brejo da Madre de Deus;0,495;0,579
PE;2602704;Buenos Aires;0,504;0,621
PE;2602803;Buíque;0,474;0,575
PE;2602902;Cabo de Santo Agostinho;0,63;0,707
PE;2603009;Cabrobó;0,572;0,677
PE;2603108;Cachoeirinha;0,545;0,642
PE;2603207;Caetés;0,452;0,521
PE;2603306;Calçado;0,487;0,582
PE;2603405;Calumbi;0,476;0,58
PE;2603454;Camaragibe;0,681;0,747
PE;2603504;Camocim de São Félix;0,526;0,626
PE;2603603;Camutanga;0,56;0,632
PE;2603702;Canhotinho;0,457;0,588
PE;2603801;Capoeiras;0,481;0,593
PE;2603900;Carnaíba;0,493;0,583
PE;2603926;Carnaubeira da Penha;0,466;0,537
PE;2604007;Carpina;0,619;0,724
PE;2604106;Caruaru;0,651;0,713
PE;2604155;Casinhas;0,49;0,588
PE;2604205;Catende;0,532;0,644
PE;2604304;Cedro;0,541;0,672
PE;2604403;Chã de Alegria;0,509;0,629
PE;2604502;Chã Grande;0,486;0,612
PE;2604601;Condado;0,541;0,627
PE;2604700;Correntes;0,486;0,587
PE;2604809;Cortês;0,466;0,582
PE;2604908;Cumaru;0,497;0,575
PE;2605004;Cupira;0,51;0,606
PE;2605103;Custódia;0,548;0,653
PE;2605152;Dormentes;0,486;0,6
PE;2605202;Escada;0,541;0,645
PE;2605301;Exu;0,498;0,592
PE;2605400;Feira Nova;0,509;0,606
PE;2605459;Fernando de Noronha;0,759;0,862
PE;2605509;Ferreiros;0,524;0,629
PE;2605608;Flores;0,502;0,613
PE;2605707;Floresta;0,619;0,698
PE;2605806;Frei Miguelinho;0,507;0,61
PE;2605905;Gameleira;0,482;0,59
PE;2606002;Garanhuns;0,617;0,693
PE;2606101;Glória do Goitá;0,522;0,636
PE;2606200;Goiana;0,593;0,692
PE;2606309;Granito;0,516;0,597
PE;2606408;Gravatá;0,561;0,654
PE;2606507;Iati;0,435;0,526
PE;2606606;Ibimirim;0,483;0,566
PE;2606705;Ibirajuba;0,475;0,558
PE;2606804;Igarassu;0,628;0,719
PE;2606903;Iguaraci;0,51;0,604
PE;2607000;Inajá;0,468;0,566
PE;2607109;Ingazeira;0,514;0,638
PE;2607208;Ipojuca;0,53;0,658
PE;2607307;Ipubi;0,475;0,6
PE;2607406;Itacuruba;0,62;0,684
PE;2607505;Itaíba;0,422;0,567
PE;2607604;Itamaracá;0,653;0,743
PE;2607653;Itambé;0,475;0,573
PE;2607703;Itapetim;0,521;0,62
PE;2607752;Itapissuma;0,589;0,695
PE;2607802;Itaquitinga;0,499;0,587
PE;2607901;Jaboatão dos Guararapes;0,701;0,777
PE;2607950;Jaqueira;0,476;0,588
PE;2608008;Jataúba;0,484;0,583
PE;2608057;Jatobá;0,605;0,686
PE;2608107;João Alfredo;0,519;0,61
PE;2608206;Joaquim Nabuco;0,494;0,613
PE;2608255;Jucati;0,47;0,553
PE;2608305;Jupi;0,5;0,609
PE;2608404;Jurema;0,428;0,55
PE;2608453;Lagoa do Carro;0,524;0,654
PE;2608503;Lagoa do Itaenga;0,507;0,638
PE;2608602;Lagoa do Ouro;0,467;0,569
PE;2608701;Lagoa dos Gatos;0,433;0,536
PE;2608750;Lagoa Grande;0,503;0,627
PE;2608800;Lajedo;0,545;0,625
PE;2608909;Limoeiro;0,586;0,688
PE;2609006;Macaparana;0,501;0,597
PE;2609105;Machados;0,49;0,601
PE;2609154;Manari;0,359;0,467
PE;2609204;Maraial;0,474;0,564
PE;2609303;Mirandiba;0,548;0,636
PE;2609402;Moreno;0,618;0,693
PE;2609501;Nazaré da Mata;0,613;0,703
PE;2609600;Olinda;0,732;0,792
PE;2609709;Orobó;0,52;0,612
PE;2609808;Orocó;0,572;0,667
PE;2609907;Ouricuri;0,501;0,614
PE;2610004;Palmares;0,558;0,653
PE;2610103;Palmeirina;0,499;0,596
PE;2610202;Panelas;0,466;0,576
PE;2610301;Paranatama;0,462;0,561
PE;2610400;Parnamirim;0,556;0,665
PE;2610509;Passira;0,501;0,625
PE;2610608;Paudalho;0,565;0,67
PE;2610707;Paulista;0,739;0,799
PE;2610806;Pedra;0,497;0,601
PE;2610905;Pesqueira;0,542;0,636
PE;2611002;Petrolândia;0,615;0,688
PE;2611101;Petrolina;0,668;0,747
PE;2611200;Poção;0,483;0,571
PE;2611309;Pombos;0,516;0,641
PE;2611408;Primavera;0,495;0,632
PE;2611507;Quipapá;0,458;0,579
PE;2611533;Quixaba;0,487;0,581
PE;2611606;Recife;0,74;0,797
PE;2611705;Riacho das Almas;0,487;0,609
PE;2611804;Ribeirão;0,562;0,658
PE;2611903;Rio Formoso;0,516;0,621
PE;2612000;Sairé;0,496;0,598
PE;2612109;Salgadinho;0,48;0,602
PE;2612208;Salgueiro;0,613;0,708
PE;2612307;Saloá;0,495;0,561
PE;2612406;Sanharó;0,514;0,618
PE;2612455;Santa Cruz;0,445;0,579
PE;2612471;Santa Cruz da Baixa Verde;0,531;0,655
PE;2612505;Santa Cruz do Capibaribe;0,635;0,699
PE;2612554;Santa Filomena;0,443;0,582
PE;2612604;Santa Maria da Boa Vista;0,587;0,669
PE;2612703;Santa Maria do Cambucá;0,46;0,566
PE;2612802;Santa Terezinha;0,498;0,602
PE;2612901;São Benedito do Sul;0,404;0,549
PE;2613008;São Bento do Una;0,504;0,623
PE;2613107;São Caitano;0,474;0,58
PE;2613206;São João;0,483;0,593
PE;2613305;São Joaquim do Monte;0,481;0,571
PE;2613404;São José da Coroa Grande;0,498;0,628
PE;2613503;São José do Belmonte;0,521;0,635
PE;2613602;São José do Egito;0,598;0,657
PE;2613701;São Lourenço da Mata;0,614;0,707
PE;2613800;São Vicente Ferrer;0,493;0,598
PE;2613909;Serra Talhada;0,591;0,682
PE;2614006;Serrita;0,496;0,645
PE;2614105;Sertânia;0,575;0,648
PE;2614204;Sirinhaém;0,5;0,633
PE;2614303;Moreilândia;0,504;0,616
PE;2614402;Solidão;0,482;0,581
PE;2614501;Surubim;0,557;0,641
PE;2614600;Tabira;0,543;0,63
PE;2614709;Tacaimbó;0,45;0,598
PE;2614808;Tacaratu;0,533;0,585
PE;2614857;Tamandaré;0,496;0,596
PE;2615003;Taquaritinga do Norte;0,587;0,688
PE;2615102;Terezinha;0,468;0,565
PE;2615201;Terra Nova;0,596;0,666
PE;2615300;Timbaúba;0,547;0,649
PE;2615409;Toritama;0,643;0,67
PE;2615508;Tracunhaém;0,543;0,636
PE;2615607;Trindade;0,533;0,641
PE;2615706;Triunfo;0,607;0,714
PE;2615805;Tupanatinga;0,417;0,54
PE;2615904;Tuparetama;0,562;0,662
PE;2616001;Venturosa;0,545;0,633
PE;2616100;Verdejante;0,53;0,65
PE;2616183;Vertente do Lério;0,467;0,563
PE;2616209;Vertentes;0,525;0,616
PE;2616308;Vicência;0,53;0,644
PE;2616407;Vitória de Santo Antão;0,577;0,663
PE;2616506;Xexéu;0,435;0,561
PE;2699919;Muribeca;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;
PE;2699939;Cimbres;;
PI;2200053;Acauã;0,441;0,532
PI;2200103;Agricolândia;0,54;0,622
PI;2200202;Água Branca;0,561;0,653
PI;2200251;Alagoinha do Piauí;0,448;0,576
PI;2200277;Alegrete do Piauí;0,423;0,566
PI;2200301;Alto Longá;0,497;0,58
PI;2200400;Altos;0,539;0,618
PI;2200459;Alvorada do Gurguéia;0,487;0,574
PI;2200509;Amarante;0,56;0,63
PI;2200608;Angical do Piauí;0,565;0,648
PI;2200707;Anísio de Abreu;0,513;0,635
PI;2200806;Antônio Almeida;0,505;0,643
PI;2200905;Aroazes;0,507;0,582
PI;2200954;Aroeiras de Itaim;;
PI;2201002;Arraial;0,498;0,615
PI;2201051;Assunção do Piauí;0,421;0,563
PI;2201101;Avelino Lopes;0,523;0,574
PI;2201150;Baixa Grande do Ribeiro;0,452;0,576
PI;2201176;Barra D'Alcântara;0,461;0,588
PI;2201200;Barras;0,49;0,581
PI;2201309;Barreiras do Piauí;0,589;0,668
PI;2201408;Barro Duro;0,542;0,624
PI;2201507;Batalha;0,452;0,553
PI;2201556;Bela Vista do Piauí;0,467;0,62
PI;2201572;Belém do Piauí;0,404;0,548
PI;2201606;Beneditinos;0,492;0,604
PI;2201705;Bertolínia;0,563;0,626
PI;2201739;Betânia do Piauí;0,383;0,497
PI;2201770;Boa Hora;0,409;0,536
PI;2201804;Bocaina;0,531;0,657
PI;2201903;Bom Jesus;0,597;0,684
PI;2201919;Bom Princípio do Piauí;0,418;0,552
PI;2201929;Bonfim do Piauí;0,493;0,609
PI;2201945;Boqueirão do Piauí;0,496;0,566
PI;2201960;Brasileira;0,464;0,58
PI;2201988;Brejo do Piauí;0,395;0,547
PI;2202000;Buriti dos Lopes;0,455;0,564
PI;2202026;Buriti dos Montes;0,431;0,56
PI;2202059;Cabeceiras do Piauí;0,421;0,525
PI;2202075;Cajazeiras do Piauí;0,445;0,571
PI;2202083;Cajueiro da Praia;0,418;0,563
PI;2202091;Caldeirão Grande do Piauí;0,411;0,557
PI;2202109;Campinas do Piauí;0,492;0,588
PI;2202117;Campo Alegre do Fidalgo;0,419;0,529
PI;2202133;Campo Grande do Piauí;0,447;0,57
PI;2202174;Campo Largo do Piauí;0,389;0,51
PI;2202208;Campo Maior;0,597;0,675
PI;2202251;Canavieira;0,541;0,601
PI;2202307;Canto do Buriti;0,518;0,616
PI;2202406;Capitão de Campos;0,529;0,603
PI;2202455;Capitão Gervásio Oliveira;0,445;0,58
PI;2202505;Caracol;0,486;0,595
PI;2202539;Caraúbas do Piauí;0,397;0,487
PI;2202554;Caridade do Piauí;0,383;0,582
PI;2202604;Castelo do Piauí;0,515;0,596
PI;2202653;Caxingó;0,387;0,5
PI;2202703;Cocal;0,454;0,54
PI;2202711;Cocal de Telha;0,481;0,597
PI;2202729;Cocal dos Alves;0,358;0,509
PI;2202737;Coivaras;0,483;0,587
PI;2202752;Colônia do Gurguéia;0,562;0,641
PI;2202778;Colônia do Piauí;0,47;0,571
PI;2202802;Conceição do Canindé;0,459;0,565
PI;2202851;Coronel José Dias;0,476;0,58
PI;2202901;Corrente;0,598;0,679
PI;2203008;Cristalândia do Piauí;0,514;0,601
PI;2203107;Cristino Castro;0,556;0,657
PI;2203206;Curimatá;0,588;0,68
PI;2203230;Currais;0,44;0,559
PI;2203255;Curralinhos;0,495;0,571
PI;2203271;Curral Novo do Piauí;0,323;0,538
PI;2203305;Demerval Lobão;0,562;0,631
PI;2203354;Dirceu Arcoverde;0,524;0,62
PI;2203404;Dom Expedito Lopes;0,567;0,635
PI;2203420;Domingos Mourão;0,455;0,546
PI;2203453;Dom Inocêncio;0,523;0,596
PI;2203503;Elesbão Veloso;0,514;0,601
PI;2203602;Eliseu Martins;0,559;0,655
PI;2203701;Esperantina;0,518;0,591
PI;2203750;Fartura do Piauí;0,485;0,607
PI;2203800;Flores do Piauí;0,517;0,59
PI;2203859;Floresta do Piauí;0,387;0,512
PI;2203909;Floriano;0,636;0,711
PI;2204006;Francinópolis;0,495;0,549
PI;2204105;Francisco Ayres;0,538;0,586
PI;2204154;Francisco Macedo;0,407;0,545
PI;2204204;Francisco Santos;0,535;0,607
PI;2204303;Fronteiras;0,505;0,613
PI;2204352;Geminiano;0,425;0,542
PI;2204402;Gilbués;0,552;0,651
PI;2204501;Guadalupe;0,62;0,681
PI;2204550;Guaribas;0,355;0,479
PI;2204600;Hugo Napoleão;0,501;0,575
PI;2204659;Ilha Grande;0,443;0,561
PI;2204709;Inhuma;0,528;0,621
PI;2204808;Ipiranga do Piauí;0,528;0,601
PI;2204907;Isaías Coelho;0,424;0,583
PI;2205003;Itainópolis;0,434;0,585
PI;2205102;Itaueira;0,532;0,637
PI;2205151;Jacobina do Piauí;0,428;0,57
PI;2205201;Jaicós;0,467;0,582
PI;2205250;Jardim do Mulato;0,485;0,58
PI;2205276;Jatobá do Piauí;0,459;0,587
PI;2205300;Jerumenha;0,583;0,653
PI;2205359;João Costa;0,444;0,596
PI;2205409;Joaquim Pires;0,439;0,526
PI;2205458;Joca Marques;0,393;0,524
PI;2205508;José de Freitas;0,522;0,615
PI;2205516;Juazeiro do Piauí;0,414;0,539
PI;2205524;Júlio Borges;0,504;0,593
PI;2205532;Jurema;0,427;0,543
PI;2205540;Lagoinha do Piauí;0,525;0,631
PI;2205557;Lagoa Alegre;0,468;0,582
PI;2205565;Lagoa do Barro do Piauí;0,452;0,547
PI;2205573;Lagoa de São Francisco;0,451;0,537
PI;2205581;Lagoa do Piauí;0,486;0,599
PI;2205599;Lagoa do Sítio;0,483;0,574
PI;2205607;Landri Sales;0,579;0,638
PI;2205706;Luís Correia;0,438;0,573
PI;2205805;Luzilândia;0,463;0,564
PI;2205854;Madeiro;0,38;0,526
PI;2205904;Manoel Emídio;0,507;0,611
PI;2205953;Marcolândia;0,479;0,598
PI;2206001;Marcos Parente;0,542;0,626
PI;2206050;Massapê do Piauí;0,37;0,504
PI;2206100;Matias Olímpio;0,445;0,544
PI;2206209;Miguel Alves;0,467;0,54
PI;2206308;Miguel Leão;0,526;0,628
PI;2206357;Milton Brandão;0,375;0,494
PI;2206407;Monsenhor Gil;0,547;0,622
PI;2206506;Monsenhor Hipólito;0,499;0,602
PI;2206605;Monte Alegre do Piauí;0,544;0,585
PI;2206654;Morro Cabeça no Tempo;0,47;0,558
PI;2206670;Morro do Chapéu do Piauí;0,417;0,519
PI;2206696;Murici dos Portelas;0,364;0,494
PI;2206704;Nazaré do Piauí;0,498;0,575
PI;2206720;Nazária;;
PI;2206753;Nossa Senhora de Nazaré;0,487;0,594
PI;2206803;Nossa Senhora dos Remédios;0,419;0,523
PI;2206902;Novo Oriente do Piauí;0,501;0,603
PI;2206951;Novo Santo Antônio;0,411;0,509
PI;2207009;Oeiras;0,546;0,625
PI;2207108;Olho D'Água do Piauí;0,487;0,582
PI;2207207;Padre Marcos;0,414;0,539
PI;2207306;Paes Landim;0,513;0,603
PI;2207355;Pajeú do Piauí;0,461;0,63
PI;2207405;Palmeira do Piauí;0,515;0,616
PI;2207504;Palmeirais;0,492;0,587
PI;2207553;Paquetá;0,423;0,529
PI;2207603;Parnaguá;0,514;0,592
PI;2207702;Parnaíba;0,589;0,674
PI;2207751;Passagem Franca do Piauí;0,442;0,564
PI;2207777;Patos do Piauí;0,443;0,579
PI;2207793;Pau D'Arco do Piauí;;
PI;2207801;Paulistana;0,481;0,605
PI;2207850;Pavussu;0,491;0,555
PI;2207900;Pedro II;0,515;0,605
PI;2207934;Pedro Laurentino;0,454;0,63
PI;2207959;Nova Santa Rita;0,43;0,54
PI;2208007;Picos;0,597;0,703
PI;2208106;Pimenteiras;0,494;0,574
PI;2208205;Pio IX;0,47;0,572
PI;2208304;Piracuruca;0,528;0,609
PI;2208403;Piripiri;0,565;0,641
PI;2208502;Porto;0,444;0,528
PI;2208551;Porto Alegre do Piauí;0,481;0,608
PI;2208601;Prata do Piauí;0,521;0,611
PI;2208650;Queimada Nova;0,381;0,532
PI;2208700;Redenção do Gurguéia;0,51;0,583
PI;2208809;Regeneração;0,508;0,611
PI;2208858;Riacho Frio;0,482;0,608
PI;2208874;Ribeira do Piauí;0,411;0,53
PI;2208908;Ribeiro Gonçalves;0,543;0,647
PI;2209005;Rio Grande do Piauí;0,531;0,643
PI;2209104;Santa Cruz do Piauí;0,502;0,62
PI;2209153;Santa Cruz dos Milagres;0,438;0,588
PI;2209203;Santa Filomena;0,532;0,618
PI;2209302;Santa Luz;0,537;0,641
PI;2209351;Santana do Piauí;0,491;0,577
PI;2209377;Santa Rosa do Piauí;0,455;0,584
PI;2209401;Santo Antônio de Lisboa;0,545;0,619
PI;2209450;Santo Antônio dos Milagres;0,472;0,565
PI;2209500;Santo Inácio do Piauí;0,493;0,628
PI;2209559;São Braz do Piauí;0,492;0,593
PI;2209609;São Félix do Piauí;0,537;0,624
PI;2209658;São Francisco de Assis do Piauí;0,373;0,52
PI;2209708;São Francisco do Piauí;0,434;0,559
PI;2209757;São Gonçalo do Gurguéia;0,512;0,579
PI;2209807;São Gonçalo do Piauí;0,572;0,643
PI;2209856;São João da Canabrava;0,484;0,567
PI;2209872;São João da Fronteira;0,413;0,554
PI;2209906;São João da Serra;0,452;0,549
PI;2209955;São João da Varjota;0,457;0,576
PI;2209971;São João do Arraial;0,423;0,528
PI;2210003;São João do Piauí;0,564;0,65
PI;2210052;São José do Divino;0,412;0,544
PI;2210102;São José do Peixe;0,515;0,609
PI;2210201;São José do Piauí;0,501;0,559
PI;2210300;São Julião;0,479;0,578
PI;2210359;São Lourenço do Piauí;0,538;0,621
PI;2210375;São Luis do Piauí;0,46;0,544
PI;2210383;São Miguel da Baixa Grande;0,463;0,574
PI;2210391;São Miguel do Fidalgo;0,444;0,566
PI;2210409;São Miguel do Tapuio;0,432;0,54
PI;2210508;São Pedro do Piauí;0,545;0,634
PI;2210607;São Raimundo Nonato;0,611;0,681
PI;2210623;Sebastião Barros;0,471;0,566
PI;2210631;Sebastião Leal;0,484;0,607
PI;2210656;Sigefredo Pacheco;0,488;0,582
PI;2210706;Simões;0,454;0,565
PI;2210805;Simplício Mendes;0,574;0,67
PI;2210904;Socorro do Piauí;0,496;0,569
PI;2210938;Sussuapara;0,5;0,595
PI;2210953;Tamboril do Piauí;0,403;0,55
PI;2210979;Tanque do Piauí;0,482;0,594
PI;2211001;Teresina;0,713;0,766
PI;2211100;União;0,529;0,601
PI;2211209;Uruçuí;0,517;0,623
PI;2211308;Valença do Piauí;0,558;0,647
PI;2211357;Várzea Branca;0,445;0,549
PI;2211407;Várzea Grande;0,503;0,61
PI;2211506;Vera Mendes;0,401;0,515
PI;2211605;Vila Nova do Piauí;0,438;0,58
PI;2211704;Wall Ferraz;0,421;0,536
PR;4100103;Abatiá;0,651;0,71
PR;4100202;Adrianópolis;0,613;0,683
PR;4100301;Agudos do Sul;0,632;0,712
PR;4100400;Almirante Tamandaré;0,667;0,728
PR;4100459;Altamira do Paraná;0,589;0,677
PR;4100509;Altônia;0,663;0,743
PR;4100608;Alto Paraná;0,684;0,743
PR;4100707;Alto Piquiri;0,619;0,75
PR;4100806;Alvorada do Sul;0,695;0,757
PR;4100905;Amaporã;0,641;0,709
PR;4101002;Ampére;0,648;0,793
PR;4101051;Anahy;0,613;0,725
PR;4101101;Andirá;0,658;0,742
PR;4101150;Ângulo;0,658;0,742
PR;4101200;Antonina;0,687;0,77
PR;4101309;Antônio Olinto;0,609;0,711
PR;4101408;Apucarana;0,715;0,799
PR;4101507;Arapongas;0,714;0,774
PR;4101606;Arapoti;0,673;0,761
PR;4101655;Arapuã;0,598;0,687
PR;4101705;Araruna;0,639;0,732
PR;4101804;Araucária;0,715;0,801
PR;4101853;Ariranha do Ivaí;0,567;0,688
PR;4101903;Assaí;0,681;0,748
PR;4102000;Assis Chateaubriand;0,681;0,787
PR;4102109;Astorga;0,705;0,75
PR;4102208;Atalaia;0,669;0,765
PR;4102307;Balsa Nova;0,708;0,781
PR;4102406;Bandeirantes;0,678;0,756
PR;4102505;Barbosa Ferraz;0,633;0,7
PR;4102604;Barracão;0,685;0,764
PR;4102703;Barra do Jacaré;0,709;0,789
PR;4102752;Bela Vista da Caroba;0,628;0,738
PR;4102802;Bela Vista do Paraíso;0,703;0,771
PR;4102901;Bituruna;0,621;0,715
PR;4103008;Boa Esperança;0,67;0,722
PR;4103024;Boa Esperança do Iguaçu;0,663;0,741
PR;4103040;Boa Ventura de São Roque;0,576;0,711
PR;4103057;Boa Vista da Aparecida;0,603;0,697
PR;4103107;Bocaiúva do Sul;0,639;0,719
PR;4103156;Bom Jesus do Sul;0,623;0,696
PR;4103206;Bom Sucesso;0,631;0,735
PR;4103222;Bom Sucesso do Sul;0,672;0,776
PR;4103305;Borrazópolis;0,644;0,727
PR;4103354;Braganey;0,65;0,704
PR;4103370;Brasilândia do Sul;0,587;0,707
PR;4103404;Cafeara;0,644;0,699
PR;4103453;Cafelândia;0,744;0,787
PR;4103479;Cafezal do Sul;0,633;0,73
PR;4103503;Califórnia;0,645;0,745
PR;4103602;Cambará;0,73;0,769
PR;4103701;Cambé;0,702;0,793
PR;4103800;Cambira;0,683;0,767
PR;4103909;Campina da Lagoa;0,634;0,71
PR;4103958;Campina do Simão;0,602;0,701
PR;4104006;Campina Grande do Sul;0,696;0,761
PR;4104055;Campo Bonito;0,614;0,687
PR;4104105;Campo do Tenente;0,593;0,687
PR;4104204;Campo Largo;0,711;0,774
PR;4104253;Campo Magro;0,682;0,74
PR;4104303;Campo Mourão;0,703;0,774
PR;4104402;Cândido de Abreu;0,588;0,667
PR;4104428;Candói;0,613;0,712
PR;4104451;Cantagalo;0,619;0,686
PR;4104501;Capanema;0,696;0,803
PR;4104600;Capitão Leônidas Marques;0,66;0,751
PR;4104659;Carambeí;0,709;0,785
PR;4104709;Carlópolis;0,654;0,727
PR;4104808;Cascavel;0,73;0,81
PR;4104907;Castro;0,675;0,736
PR;4105003;Catanduvas;0,634;0,717
PR;4105102;Centenário do Sul;0,645;0,738
PR;4105201;Cerro Azul;0,568;0,684
PR;4105300;Céu Azul;0,671;0,78
PR;4105409;Chopinzinho;0,664;0,773
PR;4105508;Cianorte;0,727;0,818
PR;4105607;Cidade Gaúcha;0,646;0,749
PR;4105706;Clevelândia;0,658;0,73
PR;4105805;Colombo;0,691;0,764
PR;4105904;Colorado;0,678;0,782
PR;4106001;Congonhinhas;0,614;0,692
PR;4106100;Conselheiro Mairinck;0,618;0,707
PR;4106209;Contenda;0,68;0,761
PR;4106308;Corbélia;0,699;0,767
PR;4106407;Cornélio Procópio;0,724;0,791
PR;4106456;Coronel Domingos Soares;0,594;0,704
PR;4106506;Coronel Vivida;0,701;0,775
PR;4106555;Corumbataí do Sul;0,58;0,678
PR;4106571;Cruzeiro do Iguaçu;0,656;0,737
PR;4106605;Cruzeiro do Oeste;0,662;0,751
PR;4106704;Cruzeiro do Sul;0,667;0,755
PR;4106803;Cruz Machado;0,63;0,712
PR;4106852;Cruzmaltina;0,596;0,678
PR;4106902;Curitiba;0,799;0,856
PR;4107009;Curiúva;0,581;0,675
PR;4107108;Diamante do Norte;0,657;0,738
PR;4107124;Diamante do Sul;0,563;0,675
PR;4107157;Diamante D'Oeste;0,608;0,709
PR;4107207;Dois Vizinhos;0,699;0,773
PR;4107256;Douradina;0,656;0,74
PR;4107306;Doutor Camargo;0,692;0,767
PR;4107405;Enéas Marques;0,69;0,782
PR;4107504;Engenheiro Beltrão;0,691;0,762
PR;4107520;Esperança Nova;0,628;0,744
PR;4107538;Entre Rios do Oeste;0,755;0,847
PR;4107546;Espigão Alto do Iguaçu;0,627;0,708
PR;4107553;Farol;0,615;0,701
PR;4107603;Faxinal;0,638;0,732
PR;4107652;Fazenda Rio Grande;0,716;0,763
PR;4107702;Fênix;0,657;0,736
PR;4107736;Fernandes Pinheiro;0,625;0,711
PR;4107751;Figueira;0,614;0,711
PR;4107801;Floraí;0,697;0,771
PR;4107850;Flor da Serra do Sul;0,596;0,732
PR;4107900;Floresta;0,729;0,773
PR;4108007;Florestópolis;0,643;0,726
PR;4108106;Flórida;0,698;0,775
PR;4108205;Formosa do Oeste;0,69;0,788
PR;4108304;Foz do Iguaçu;0,722;0,788
PR;4108320;Francisco Alves;0,669;0,736
PR;4108403;Francisco Beltrão;0,714;0,791
PR;4108452;Foz do Jordão;0,631;0,689
PR;4108502;General Carneiro;0,631;0,711
PR;4108551;Godoy Moreira;0,572;0,672
PR;4108601;Goioerê;0,678;0,746
PR;4108650;Goioxim;0,565;0,68
PR;4108700;Grandes Rios;0,639;0,695
PR;4108809;Guaíra;0,709;0,777
PR;4108908;Guairaçá;0,653;0,708
PR;4108957;Guamiranga;0,621;0,702
PR;4109005;Guapirama;0,671;0,747
PR;4109104;Guaporema;0,657;0,725
PR;4109203;Guaraci;0,674;0,739
PR;4109302;Guaraniaçu;0,638;0,728
PR;4109401;Guarapuava;0,707;0,773
PR;4109500;Guaraqueçaba;0,584;0,659
PR;4109609;Guaratuba;0,678;0,764
PR;4109658;Honório Serpa;0,623;0,71
PR;4109708;Ibaiti;0,609;0,687
PR;4109757;Ibema;0,633;0,721
PR;4109807;Ibiporã;0,723;0,801
PR;4109906;Icaraíma;0,649;0,741
PR;4110003;Iguaraçu;0,686;0,74
PR;4110052;Iguatu;0,604;0,701
PR;4110078;Imbaú;0,571;0,646
PR;4110102;Imbituva;0,684;0,727
PR;4110201;Inácio Martins;0,603;0,69
PR;4110300;Inajá;0,655;0,722
PR;4110409;Indianópolis;0,665;0,749
PR;4110508;Ipiranga;0,624;0,728
PR;4110607;Iporã;0,672;0,75
PR;4110656;Iracema do Oeste;0,593;0,7
PR;4110706;Irati;0,677;0,743
PR;4110805;Iretama;0,605;0,699
PR;4110904;Itaguajé;0,644;0,723
PR;4110953;Itaipulândia;0,691;0,76
PR;4111001;Itambaracá;0,659;0,715
PR;4111100;Itambé;0,704;0,769
PR;4111209;Itapejara d'Oeste;0,695;0,786
PR;4111258;Itaperuçu;0,606;0,675
PR;4111308;Itaúna do Sul;0,646;0,708
PR;4111407;Ivaí;0,622;0,701
PR;4111506;Ivaiporã;0,689;0,764
PR;4111555;Ivaté;0,64;0,752
PR;4111605;Ivatuba;0,73;0,768
PR;4111704;Jaboti;0,63;0,699
PR;4111803;Jacarezinho;0,718;0,782
PR;4111902;Jaguapitã;0,672;0,761
PR;4112009;Jaguariaíva;0,679;0,757
PR;4112108;Jandaia do Sul;0,727;0,783
PR;4112207;Janiópolis;0,652;0,692
PR;4112306;Japira;0,606;0,706
PR;4112405;Japurá;0,681;0,759
PR;4112504;Jardim Alegre;0,654;0,713
